ID,LIMIT_BAL,SEX,EDUCATION,MARRIAGE,AGE,PAY_0,PAY_2,PAY_3,PAY_4,PAY_5,PAY_6,BILL_AMT1,BILL_AMT2,BILL_AMT3,BILL_AMT4,BILL_AMT5,BILL_AMT6,PAY_AMT1,PAY_AMT2,PAY_AMT3,PAY_AMT4,PAY_AMT5,PAY_AMT6,default payment next month
6614,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10335,10691,*,*,1000,375,528,600,0
6616,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,476,326,*,*,326,476,326,326,1
6619,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,21195,11776,*,*,10015,10009,11783,110306,0
6621,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2605,377,*,*,0,2613,378,693,0
6627,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,137370,132889,*,*,10000,80000,7000,6000,0
6629,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,13133,4702,*,*,11916,13191,4717,9354,0
6631,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,69411,2855,*,*,3700,3500,1000,68074,0
6632,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5138,7810,*,*,6488,5153,7833,7130,0
6634,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,15218,24901,*,*,6398,9000,10000,500,0
6635,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3575,390,*,*,103,72,400,0,0
6638,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,8059,8666,*,*,2000,2000,1666,1500,0
6649,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1759,2624,*,*,0,1759,2624,0,0
6650,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7500,7500,*,*,7500,7500,7500,42562,0
6651,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,84810,27785,*,*,1200,1012,2034,973,0
6654,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,20195,19494,*,*,1009,605,2012,209,1
6661,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7988,0,*,*,1000,1000,0,2500,0
6662,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-46,4054,*,*,11336,0,4100,7500,0
6663,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,46350,0,0,24000,1
6665,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,5140,0
6670,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,360,360,*,*,3000,360,360,45385,0
6673,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5666,5666,*,*,5754,5666,5666,6246,0
6675,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,8089,9052,*,*,6949,8134,10043,28012,0
6681,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,91118,95105,*,*,3177,3286,4200,2500,0
6682,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,75558,77279,*,*,3000,3000,3000,3000,0
6685,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,20406,9772,*,*,8333,20406,9772,9315,0
6690,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,16740,13272,*,*,1513,1515,1539,20217,0
6692,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,49525,50389,*,*,1791,1928,1960,1461,0
6695,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,8943,9140,*,*,464,324,345,500,0
6698,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,15307,19838,*,*,1000,5000,5000,1000,0
6699,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-876,-969,*,*,929,869,7,1587,0
6704,*,*,*,3,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29201,24122,*,*,2000,1000,1500,1000,0
6706,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,38245,28682,*,*,1500,1500,1500,1500,0
6708,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,14656,756,*,*,500,0,756,23750,0
6710,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,28355,16579,*,*,775,1000,600,2000,0
6711,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,30326,30290,*,*,31063,1094,1109,1013,0
6712,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1402,1911,*,*,1361,1402,1000,344,0
6714,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,41302,1666,*,*,1302,1000,1666,3778,0
6720,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,7200,7200,*,*,10170,0,0,908,1
6729,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,28862,29161,*,*,1500,1500,1300,2000,0
6731,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,4,320,*,*,1203,150,470,1000,0
6733,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,34944,35498,*,*,1212,1200,1000,1000,0
6734,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19260,20028,*,*,1000,6000,1000,5000,0
6735,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,40940,16923,*,*,1000,838,4476,24236,0
6736,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5878,316,*,*,5878,0,0,3316,0
6737,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29303,29766,*,*,1500,1300,1100,1032,0
6740,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9760,10048,*,*,400,520,600,500,0
6742,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,37184,38066,*,*,2000,1349,1500,1500,0
6743,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,63794,65069,*,*,12340,14000,12364,13000,0
6746,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,46739,47895,*,*,2000,2000,2000,1000,0
6747,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,1000,0,0,0,0
6748,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1193,1914,*,*,1193,0,3000,0,0
6752,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,21134,22435,*,*,727,761,2500,1800,1
6755,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,20301,20812,*,*,706,885,1000,614,0
6757,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,776,0
6761,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-1940,27545,*,*,0,0,30000,656,0
6765,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6766,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,58586,14570,*,*,3575,1605,1520,0,0
6768,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,80057,83713,*,*,5000,11610,5000,2971,1
6770,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19109,17236,*,*,1960,1000,633,527,0
6771,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10827,11351,*,*,3007,5005,2056,2826,0
6776,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,24236,20246,*,*,744,2000,744,3000,0
6779,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,37319,34978,*,*,10009,22000,20000,15000,0
6787,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,88833,92348,*,*,3114,3232,5000,4000,0
6788,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,45294,46387,*,*,2000,2000,2000,2000,0
6791,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6795,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,21288,9289,*,*,22690,0,0,62588,0
6796,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,1100,0
6799,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,75252,77090,*,*,5000,2726,4000,3000,0
6804,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,-200,-200,*,*,0,0,0,0,0
6805,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6811,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9795,3274,*,*,1000,1000,59,0,0
6812,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,35669,23317,*,*,16000,36625,23317,23983,0
6813,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,87332,106519,*,*,93000,30000,20000,12014,0
6814,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,67459,69171,*,*,1587,1700,2000,1900,0
6815,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,49449,38047,*,*,2000,2000,1500,1000,0
6818,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,14792,11210,*,*,8700,1500,600,4000,0
6825,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29197,29381,*,*,1200,1600,1211,1165,0
6826,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,2500,0,0,0,0
6831,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,29874,15525,*,*,2175,1874,1525,0,0
6832,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,45695,46283,*,*,1587,1823,1956,1125,0
6835,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6837,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,40133,37607,*,*,1289,1615,1484,2500,0
6842,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3231,909,*,*,2735,3241,913,0,0
6844,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,390,540,*,*,399,390,540,390,1
6848,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,103119,84834,*,*,5000,5000,4000,5000,0
6849,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1726,-587,*,*,2003,1726,692,116422,0
6852,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,22240,25378,*,*,927,801,4000,5000,1
6857,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,3884,4352,*,*,3260,3884,4352,4509,0
6858,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2364,2286,*,*,250,228,106,1601,1
6860,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,26809,25836,*,*,1700,1500,1500,1700,0
6866,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,10205,11032,*,*,1000,2000,1000,574,0
6868,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,17753,18302,*,*,2000,2000,1000,1000,0
6869,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,11457,6709,*,*,0,45568,3000,3001,0
6873,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2452,2418,*,*,5076,2464,2428,4170,0
6875,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,390,0,*,*,390,390,0,780,1
6877,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,36777,30,*,*,25007,25008,1767,3300,0
6878,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,45030,48249,*,*,5000,4000,5000,5000,0
6880,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,2928,0,0,0,0
6884,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9059,52248,*,*,2989,9059,52546,10380,0
6886,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,18122,0,*,*,204,8122,0,200,0
6890,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2650,3472,*,*,2111,2653,4054,5014,0
6891,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,40942,40854,*,*,5000,5000,3000,2000,0
6892,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,55477,55020,*,*,3000,7767,7007,5000,0
6893,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2866,1414,*,*,4164,2874,1418,2148,0
6900,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
6901,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,5978,62292,*,*,10452,700,57229,2500,0
6903,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,9062,3997,*,*,3996,9066,3997,6992,0
6914,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19531,16594,*,*,200,467,500,4100,0
6916,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,6666,6666,*,*,6700,6700,6666,6982,0
6920,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,37647,38268,*,*,2000,3000,1400,5000,0
6921,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,2712,*,*,0,0,2712,0,1
6922,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,20825,1159,*,*,981,20929,1164,0,0
6928,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,11081,11396,*,*,616,500,500,485,0
6933,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,13410,25426,*,*,150843,163881,25426,39526,1
6935,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,76188,72678,*,*,69536,10000,4000,2100,0
6937,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1026,1422,*,*,2000,1000,1422,3600,0
6940,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,15688,3088,*,*,2545,16508,3088,0,0
6941,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,25604,28748,*,*,2000,5634,3748,1000,0
6944,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,2375,10078,*,*,5025,2011,10046,3017,0
6949,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,73813,34935,*,*,0,22479,34935,5382,0
6950,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6955,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,1
6959,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,1398,4626,*,*,0,1398,4626,0,0
6960,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,560,0,*,*,0,560,0,0,0
6961,*,*,*,3,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,19646,20332,*,*,1500,701,1000,1000,0
6963,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,390,*,*,1400,0,390,390,1
6966,*,*,*,2,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,30125,30192,*,*,1201,1236,1103,1042,0
6967,*,*,*,1,[21;40],{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},{-2;-1;0},[-5558;100000[,*,*,*,0,0,*,*,0,0,0,0,0
